Zone_1,Zone_2,Type,Order,Distance,Frequency_MHz,Severity,Device_1,Device_2,Parent_Freq1,Parent_Freq2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,481.8,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',582.95,684.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,481.8,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',582.95,684.1
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f1-2f2,50.16,481.8,Medium,Shure UHF-R H4 - ',Lectro Standard Block 21 - Steohen Gelder #1,529.0,552.6
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f2-f1,86.31,481.825,High,Shure PSM-1000 L8 - ',Lectro Standard Block 22 - Brett Harman #4,665.975,573.9
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,481.85,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',580.725,679.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,481.85,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',580.725,679.6
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f1-f2,86.31,481.85,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - Brett Harman #3,527.125,572.4
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,481.875,High,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 23,488.825,485.35
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,481.88,Medium,Shure UHF-R G1 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 25,499.025,493.31
Zone 1,Zone 1,Intra-Zone,3f2-2f1,0.0,481.89,Medium,Senn EM3732 A - ACR2 RF 20,Senn EM3732 A - ACR4 RF 1,474.5,470.805
Zone 1,Zone 1,Intra-Zone,3f1-2f2,0.0,481.89,Medium,Senn EM3732 A - ACR2 RF 20,Senn EM3732 A - ACR4 RF 1,474.5,470.805
Zone 1,Zone 2,Cross-Zone,2f2-f1,37.34,481.895,High,Senn EM3732 A - ACR4 RF 8,Generic Generic - CP24 Beltpack 4,514.905,498.4
Zone 1,Zone 1,Intra-Zone,2f1-f2,0.0,481.9,High,Lectro Standard Block 22 - Master IFM 5,Lectro Standard Block 25 - Master IFM 4,569.5,657.1
Zone 1,Zone 1,Intra-Zone,2f2-f1,0.0,481.9,High,Lectro Standard Block 22 - Master IFM 5,Lectro Standard Block 25 - Master IFM 4,569.5,657.1
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f2-f1,50.16,481.925,High,Sennheiser EM3732-II L - NAME GOES HERE,Lectro Standard Block 21 - Jim Needham #1,615.675,548.8
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,481.95,Medium,Shure UHF-R G1 - ',Lectro Standard Block 21 - Brett Harman #2,528.65,552.0
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,481.95,High,Lectro Standard Block 22 - '0/0,Generic - Spare Senn IEM 4,563.2,644.45
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f2-2f1,50.16,481.95,Medium,Shure ULXD4 J50 - ',Lectro Standard Block 21 - Jim Needham #2,583.425,549.6
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,481.95,Medium,Shure PSM-1000 G10 - ',Senn EM3732 A - ACR4 RF 7,490.9,495.375
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,481.95,Medium,Shure ULXD4 J50 - ',Lectro Standard Block 21 - CP24 Mic 4,580.725,547.8
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f1-f2,12.04,481.95,High,Sennheiser EM9046 A2 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Miv 6,516.375,550.8
Parking Lot   East and West Stage,Zone 4,Cross-Zone,2f2-f1,66.48,481.95,High,Shure PSM-1000 L8 - ',"Lectro Standard Block 22 - Dylan NcNiven, 1",658.05,570.0
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,481.95,Medium,Shure UHF-R H4 - ',Lectro Standard Block 21 - CP24 Mic 4,525.85,547.8
Zone 1,Zone 2,Cross-Zone,2f1-f2,37.34,481.96,High,Senn EM3732 A - ACR4 RF 5,Generic Generic - CP24 Beltpack 4,490.18,498.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,481.975,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',579.475,676.975
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,481.975,Medium,Shure UHF-R H4 - ',Lectro Standard Block 21 - CP24 Mic 5,527.525,550.3
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f2-f1,86.31,481.975,High,Shure PSM-1000 L8 - NAME GOES HERE,Lectro Standard Block 22 - Brett Harman #3,662.825,572.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,481.975,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',579.475,676.975
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,481.975,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 23,484.225,485.35
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,482.0,Medium,Lectrosonics 100 KHz Block 21 - '4/0,Lectro Standard Block 22 - Master IFM 6,544.0,575.0
Parking Lot   East and West Stage,Zone 5,Cross-Zone,2f1-f2,65.76,482.0,High,Shure UHF-R H4 - NAME GOES HERE,Lectro Standard Block 21 - Brian Van Tx 2,519.15,556.3
Zone 1,Zone 2,Cross-Zone,2f1-f2,37.34,482.01,High,Senn EM3732 A - ACR4 RF 8,Lectro Standard Block 21 - CP24 Mic 4,514.905,547.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.025,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - NAME GOES HERE,581.575,681.125
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.025,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - NAME GOES HERE,581.575,681.125
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,482.045,High,Shure UHF-R G1 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 6,499.025,490.535
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.05,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 G10 - ',487.95,490.9
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.05,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 G10 - ',487.95,490.9
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,482.05,High,Lectro Standard Block 22 - '0/4,Generic - Spare Seen IEM 5,563.6,645.15
Zone 1,Zone 2,Cross-Zone,3f2-2f1,37.34,482.05,Medium,Generic - Spare Senn IEM 3,Lectro Standard Block 23 - CP24 Mic 7,643.225,589.5
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,482.065,High,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 6,486.3,490.535
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f1-f2,86.31,482.1,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - Brett Harman #2,517.05,552.0
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f1-f2,50.16,482.1,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - Jim Needham #1,515.45,548.8
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f1-f2,50.16,482.1,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - Donovan McNiven #1,512.6,543.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.125,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',581.075,680.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.125,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',581.075,680.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.15,High,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,484.225,486.3
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.15,Medium,Sennheiser EM3732-II L - ',Shure UHF-R G1 - ',513.15,528.65
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.15,Medium,Sennheiser EM3732-II L - ',Shure UHF-R G1 - ',513.15,528.65
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.15,High,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,484.225,486.3
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.175,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',580.725,679.275
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,482.175,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 4,489.3,486.925
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f1-2f2,50.16,482.175,Medium,Shure UHF-R H4 - ',Lectro Standard Block 21 - Jim Needham #2,527.125,549.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.175,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',580.725,679.275
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f2-f1,86.31,482.175,High,Sennheiser EM3732-II L - ',Lectro Standard Block 21 - Brett Harman #2,621.825,552.0
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,482.2,High,Shure UHF-R K4E - NAME GOES HERE,Lectro Standard Block 21 - CP24 Mic 5,618.4,550.3
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,482.2,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - Master IFM 5,525.85,569.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.2,High,Shure UHF-R H4 - ',Shure ULXD4 J50 - ',529.0,575.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.2,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',582.95,683.7
Zone 1,Zone 1,Intra-Zone,3f1-2f2,0.0,482.2,Medium,Senn EM3732 A - ACR2 RF 23,Senn EM3732 A - ACR4 RF 4,485.35,486.925
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.2,High,Shure UHF-R H4 - ',Shure ULXD4 J50 - ',529.0,575.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.2,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',582.95,683.7
Zone 1,Zone 1,Intra-Zone,3f2-2f1,0.0,482.2,Medium,Senn EM3732 A - ACR2 RF 23,Senn EM3732 A - ACR4 RF 4,485.35,486.925
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f2-f1,86.31,482.2,High,Shure PSM-1000 L8 - ',Lectro Standard Block 22 - Brett Harman #4,665.6,573.9
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,482.2,Medium,Senn Evol G2 B - ',Lectro Standard Block 23 - CP24 IFB 15,656.65,598.5
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,482.245,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 3,484.225,483.565
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.25,Medium,Shure UHF-R K4E - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',616.55,683.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.25,Medium,Shure UHF-R K4E - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',616.55,683.7
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,482.27,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 24,486.3,488.315
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.275,Medium,Shure UHF-R H4 - ',Lectrosonics 100 KHz Block 21 - '4/0,523.425,544.0
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,482.275,High,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 7,488.825,495.375
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f1-2f2,50.16,482.275,Medium,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - Jim Needham #1,526.625,548.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.275,Medium,Shure UHF-R H4 - ',Lectrosonics 100 KHz Block 21 - '4/0,523.425,544.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.3,Medium,Shure ULXD4 J50 - ',Shure PSM-1000 L8 - ',619.95,688.775
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,482.3,High,Shure UHF-R G1 - ',Lectro Standard Block 22 - Master IFM 6,528.65,575.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.3,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - '0/4,522.95,563.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.3,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - '0/4,522.95,563.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.3,High,Sennheiser EM3732-II L - ',Lectrosonics 100 KHz Block 21 - '4/0,513.15,544.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.3,Medium,Shure ULXD4 J50 - ',Shure PSM-1000 L8 - ',619.95,688.775
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.3,High,Sennheiser EM3732-II L - ',Lectrosonics 100 KHz Block 21 - '4/0,513.15,544.0
Parking Lot   East and West Stage,Zone 5,Cross-Zone,2f1-f2,65.76,482.3,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - Brian Van Tx 1,514.35,546.4
Zone 1,Zone 1,Intra-Zone,2f2-f1,0.0,482.335,High,Senn EM3732 A - ACR2 RF 22,Senn EM3732 A - ACR4 RF 3,482.95,483.565
Zone 1,Zone 1,Intra-Zone,2f1-f2,0.0,482.335,High,Senn EM3732 A - ACR2 RF 22,Senn EM3732 A - ACR4 RF 3,482.95,483.565
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.35,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure UHF-R G1 - NAME GOES HERE,489.3,492.775
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.35,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure UHF-R G1 - NAME GOES HERE,489.3,492.775
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,482.35,High,Senn Evol G2 B - ',Lectro Standard Block 22 - Master IFM 5,656.65,569.5
Zone 1,Zone 2,Cross-Zone,2f1-f2,37.34,482.38,High,Senn EM3732 A - ACR2 RF 21,Generic Generic - CP24 Intercom Tx,479.215,476.05
Zone 1,Zone 1,Intra-Zone,2f2-f1,0.0,482.385,High,Senn EM3732 A - ACR2 RF 23,Senn EM3732 A - ACR2 RF 24,485.35,488.315
Zone 1,Zone 1,Intra-Zone,2f1-f2,0.0,482.385,High,Senn EM3732 A - ACR2 RF 23,Senn EM3732 A - ACR2 RF 24,485.35,488.315
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.4,High,Lectrosonics 100 KHz Block 21 - '9/A,Shure UHF-R K4E - NAME GOES HERE,553.0,623.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.4,High,Lectrosonics 100 KHz Block 21 - '9/A,Shure UHF-R K4E - NAME GOES HERE,553.0,623.6
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f1-f2,86.31,482.4,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - Brett Harman #1,517.05,551.7
Zone 1,Zone 2,Cross-Zone,2f1-f2,37.34,482.41,High,Senn EM3732 A - ACR4 RF 5,Generic Generic - CP24 Beltpack 3,490.18,497.95
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,482.42,High,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 5,486.3,490.18
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.425,High,Lectro Standard Block 22 - '0/0,Shure PSM-1000 L8 - ',563.2,643.975
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f2-f1,86.31,482.425,High,Shure PSM-1000 L8 - ',Lectro Standard Block 22 - Brett Harman #3,662.375,572.4
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,482.425,Medium,Shure UHF-R G1 - NAME GOES HERE,Generic Generic - CP24 Beltpack 3,492.775,497.95
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.425,High,Lectro Standard Block 22 - '0/0,Shure PSM-1000 L8 - ',563.2,643.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.45,Medium,Lectrosonics 100 KHz Block 21 - '6/A,Shure ULXD4 J50 - ',548.2,581.075
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f1-f2,12.04,482.45,High,Sennheiser EM9046 A2 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Mic 5,516.375,550.3
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,482.45,High,Shure UHF-R G1 - NAME GOES HERE,Generic Generic - CP24 Beltpack 4,514.35,498.4
Parking Lot   East and West Stage,Zone 4,Cross-Zone,2f2-f1,66.48,482.45,High,Senn Evol G2 B - ',"Lectro Standard Block 22 - Dylan NcNiven, 1",657.55,570.0
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,482.45,High,Sennheiser EM3732-II L - ',Generic Generic - CP24 Beltpack 1,513.15,497.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.45,Medium,Lectrosonics 100 KHz Block 21 - '6/A,Shure ULXD4 J50 - ',548.2,581.075
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f1-f2,86.31,482.45,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 22 - Brett Harman #4,528.175,573.9
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.45,High,Shure ULXD4 J50 - ',Shure PSM-1000 L8 - ',579.475,676.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.45,High,Shure ULXD4 J50 - ',Shure PSM-1000 L8 - ',579.475,676.5
Zone 1,Zone 6,Cross-Zone,2f1-f2,9.85,482.47,High,Senn EM3732 A - ACR4 RF 9,Lectro Standard Block 21 - Stephen Gelder #2,517.985,553.5
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f2-f1,50.16,482.475,High,Shure UHF-R K4E - NAME GOES HERE,Lectro Standard Block 21 - Jim Needham #1,615.125,548.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.5,High,Shure ULXD4 J50 - ',Lectrosonics 100 KHz Block 26 - 'B/2,582.95,683.4
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f1-f2,12.04,482.5,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Mic 2,512.6,542.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.5,High,Shure ULXD4 J50 - ',Lectrosonics 100 KHz Block 26 - 'B/2,582.95,683.4
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,482.5,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Generic Generic - CP24 Intercom Tx,472.825,476.05
Zone 1,Zone 2,Cross-Zone,2f1-f2,37.34,482.51,High,Senn EM3732 A - ACR4 RF 5,Generic Generic - CP24 Beltpack 2,490.18,497.85
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.525,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,475.375,471.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.525,Medium,Shure UHF-R K4E - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',615.125,681.425
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.525,Medium,Shure UHF-R K4E - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - ',615.125,681.425
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.525,High,Shure PSM-1000 G10 - NAME GOES HERE,Sennheiser EM9046 A2 - NAME GOES HERE,489.3,496.075
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.525,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,475.375,471.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.525,High,Shure PSM-1000 G10 - NAME GOES HERE,Sennheiser EM9046 A2 - NAME GOES HERE,489.3,496.075
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,482.55,High,Sennheiser EM3732-II L - ',Generic Generic - CP24 Beltpack 2,513.15,497.85
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.55,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - '0/B,523.425,564.3
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.55,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',581.075,679.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.55,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',581.075,679.6
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,482.55,Medium,Shure UHF-R G1 - ',Lectro Standard Block 21 - Brett Harman #1,528.65,551.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.55,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - '0/B,523.425,564.3
Zone 1,Zone 2,Cross-Zone,2f1-f2,37.34,482.56,High,Senn EM3732 A - ACR4 RF 5,Generic Generic - CP24 Beltpack 1,490.18,497.8
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,482.59,High,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 25,487.95,493.31
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.6,High,Shure UHF-R G1 - NAME GOES HERE,Shure UHF-R G1 - NAME GOES HERE,499.025,515.45
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f1-f2,50.16,482.6,High,Sennheiser EM3732-II L - ',Lectro Standard Block 21 - Donovan McNiven #2,513.15,543.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.6,High,Shure UHF-R G1 - NAME GOES HERE,Shure UHF-R G1 - NAME GOES HERE,499.025,515.45
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,482.6,Medium,Shure ULXD4 J50 - ',Lectro Standard Block 21 - CP24 Mic 3,576.8,545.4
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,482.625,Medium,Shure UHF-R G1 - NAME GOES HERE,Generic Generic - CP24 Beltpack 2,492.775,497.85
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,482.65,High,Shure PSM-1000 L8 - NAME GOES HERE,Lectro Standard Block 22 - Master IFM 6,667.35,575.0
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f1-2f2,50.16,482.65,Medium,Shure UHF-R H4 - ',Lectro Standard Block 21 - Donovan McNiven #1,522.95,543.1
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f2-f1,50.16,482.65,High,Shure UHF-R K4E - NAME GOES HERE,Lectro Standard Block 21 - Jim Needham #2,616.55,549.6
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f1-f2,86.31,482.65,High,Shure ULXD4 J50 - ',Generic - Brett Harman #6,581.575,680.5
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f1-f2,86.31,482.65,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - Brett Harman #3,527.525,572.4
Zone 1,Zone 2,Cross-Zone,2f1-f2,37.34,482.67,High,Senn EM3732 A - ACR4 RF 6,Generic Generic - CP24 Beltpack 4,490.535,498.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.7,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - '0/0,522.95,563.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.7,High,Shure UHF-R G1 - NAME GOES HERE,Lectrosonics 100 KHz Block 21 - '6/A,515.45,548.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.7,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - '0/0,522.95,563.2
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f1-f2,86.31,482.7,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 22 - Mathew McNiven #2,524.7,566.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.7,High,Shure UHF-R G1 - NAME GOES HERE,Lectrosonics 100 KHz Block 21 - '6/A,515.45,548.2
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,482.725,Medium,Shure UHF-R G1 - NAME GOES HERE,Generic Generic - CP24 Beltpack 1,492.775,497.8
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,482.75,High,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 23,487.95,485.35
