Zone_1,Zone_2,Type,Order,Distance,Frequency_MHz,Severity,Device_1,Device_2,Parent_Freq1,Parent_Freq2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.75,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure UHF-R H4 - ',512.6,527.525
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,482.75,High,Lectro Standard Block 22 - '0/4,Generic - Spare Senn IEM 4,563.6,644.45
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.75,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',583.425,684.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.75,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',583.425,684.1
Parking Lot   East and West Stage,Zone 4,Cross-Zone,2f2-f1,66.48,482.75,High,Shure PSM-1000 L8 - ',"Lectro Standard Block 22 - Dylan Mcniven, 2",658.05,570.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.75,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure UHF-R H4 - ',512.6,527.525
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,482.75,High,Sennheiser EM3732-II L - ',Generic Generic - CP24 Beltpack 3,513.15,497.95
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.775,High,Shure PSM-1000 G10 - ',Shure UHF-R G1 - NAME GOES HERE,490.9,499.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.775,High,Shure PSM-1000 G10 - ',Shure UHF-R G1 - NAME GOES HERE,490.9,499.025
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,482.78,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 6,487.95,490.535
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,482.8,High,Generic - 'Senn IEM,Lectro Standard Block 25 - Master IFM 3,566.0,649.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.8,High,Lectro Standard Block 22 - '0/B,Senn Evol G2 B - ',564.3,645.8
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f2-f1,86.31,482.8,High,Shure PSM-1000 L8 - NAME GOES HERE,Lectro Standard Block 22 - Brett Harman #4,665.0,573.9
Zone 1,Zone 3,Cross-Zone,2f2-f1,73.98,482.8,High,Lectro Standard Block 25 - Master IFM 2,Lectro Standard Block 22 - Mathew McNiven #1,647.6,565.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.8,High,Lectro Standard Block 22 - '0/B,Senn Evol G2 B - ',564.3,645.8
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,482.825,High,Senn Evol G2 B - ',Lectro Standard Block 22 - Master IFM 5,656.175,569.5
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,482.85,Medium,Shure ULXD4 J50 - ',Generic - Mathew McNiven #4,616.05,682.65
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.85,Medium,Shure UHF-R K4E - NAME GOES HERE,Lectrosonics 100 KHz Block 26 - 'B/2,616.55,683.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.85,Medium,Shure UHF-R K4E - NAME GOES HERE,Lectrosonics 100 KHz Block 26 - 'B/2,616.55,683.4
Parking Lot   East and West Stage,Zone 4,Cross-Zone,2f1-f2,66.48,482.85,High,Shure UHF-R G1 - NAME GOES HERE,"Lectro Standard Block 22 - Dylan Mcniven, 2",526.625,570.4
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f1-2f2,50.16,482.875,Medium,Shure UHF-R H4 - ',Lectro Standard Block 21 - Donovan McNiven #2,523.425,543.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,482.875,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',581.075,679.275
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,482.875,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',581.075,679.275
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f2-2f1,50.16,482.9,Medium,Shure ULXD4 J50 - ',Lectro Standard Block 21 - Jim Needham #2,582.95,549.6
Zone 1,Zone 4,Cross-Zone,2f2-f1,29.0,482.9,High,Lectro Standard Block 25 - Master IFM 4,"Lectro Standard Block 22 - Dylan NcNiven, 1",657.1,570.0
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f1-f2,86.31,482.9,High,Shure ULXD4 J50 - ',Generic - Mathew McNiven #3,579.475,676.05
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,482.905,High,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 3,484.225,483.565
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,482.925,Medium,Shure PSM-1000 J8 - ',Shure PSM-1000 L8 - ',599.675,658.05
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,482.925,Medium,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Miv 6,528.175,550.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,482.925,Medium,Shure PSM-1000 J8 - ',Shure PSM-1000 L8 - ',599.675,658.05
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,482.925,Medium,Shure UHF-R H4 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Mic 1,522.375,542.1
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,482.95,High,Shure PSM-1000 G10 - ',Senn EM3732 A - ACR4 RF 4,490.9,486.925
Zone 1,Zone 5,Cross-Zone,2f1-f2,29.83,482.96,High,Senn EM3732 A - ACR4 RF 10,Lectro Standard Block 21 - Brian Van Tx 2,519.63,556.3
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,482.97,High,Lectrosonics 100 KHz Block 21 - '9/A,Senn EM3732 A - ACR4 RF 9,553.0,517.985
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,483.0,High,Shure UHF-R G1 - NAME GOES HERE,Generic Generic - CP24 Beltpack 1,512.6,497.8
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,483.0,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - Master IFM 6,529.0,575.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,483.0,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,486.3,487.95
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,483.0,Medium,Shure UHF-R H4 - ',Lectro Standard Block 21 - Brett Harman #2,529.0,552.0
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,483.0,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,486.3,487.95
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,483.055,High,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 21,475.375,479.215
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.075,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',580.725,678.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.075,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',580.725,678.375
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f1-f2,12.04,483.1,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Mic 4,515.45,547.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,483.1,Medium,Sennheiser EM3732-II L - ',Shure UHF-R G1 - NAME GOES HERE,513.15,528.175
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f1-f2,12.04,483.1,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Mic 1,512.6,542.1
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,483.1,High,Lectro Standard Block 22 - '0/B,Generic - Spare Senn IEM 6,564.3,645.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,483.1,Medium,Sennheiser EM3732-II L - ',Shure UHF-R G1 - NAME GOES HERE,513.15,528.175
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,483.1,High,Shure UHF-R G1 - NAME GOES HERE,Generic Generic - CP24 Beltpack 2,512.6,497.85
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,483.1,High,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 23,484.225,485.35
Zone 1,Zone 2,Cross-Zone,2f1-f2,37.34,483.12,High,Senn EM3732 A - ACR4 RF 6,Generic Generic - CP24 Beltpack 3,490.535,497.95
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.125,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',581.575,680.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,483.125,Medium,Shure UHF-R K4E - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,615.125,681.125
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f2-f1,86.31,483.125,High,Shure PSM-1000 L8 - NAME GOES HERE,Lectro Standard Block 22 - Brett Harman #3,661.675,572.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.125,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',581.575,680.025
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.125,High,Shure PSM-1000 G10 - NAME GOES HERE,Shure UHF-R G1 - NAME GOES HERE,487.95,492.775
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.125,High,Shure PSM-1000 G10 - NAME GOES HERE,Shure UHF-R G1 - NAME GOES HERE,487.95,492.775
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,483.125,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 4,488.825,486.925
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,483.125,Medium,Shure UHF-R K4E - NAME GOES HERE,RFWS Senn  36Mhz 662-698 - NAME GOES HERE,615.125,681.125
Zone 1,Zone 2,Cross-Zone,3f1-2f2,37.34,483.13,Medium,Senn EM3732 A - ACR2 RF 25,Generic Generic - CP24 Beltpack 4,493.31,498.4
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,483.145,Medium,Shure PSM-1000 G10 - ',Senn EM3732 A - ACR2 RF 24,490.9,488.315
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,483.145,High,Shure UHF-R G1 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 8,499.025,514.905
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,483.15,Medium,Lectrosonics 100 KHz Block 21 - '6/A,Shure ULXD4 J50 - ',548.2,580.725
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.15,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',583.425,683.7
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,483.15,Medium,Senn Evol G2 B - ',Lectro Standard Block 23 - CP24 IFB 15,656.175,598.5
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f1-f2,50.16,483.15,High,Sennheiser EM9046 A2 - NAME GOES HERE,Lectro Standard Block 21 - Jim Needham #2,516.375,549.6
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f2-f1,50.16,483.15,High,Shure ULXD4 J50 - ',Lectro Standard Block 21 - Jim Needham #2,616.05,549.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,483.15,Medium,Lectrosonics 100 KHz Block 21 - '6/A,Shure ULXD4 J50 - ',548.2,580.725
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.15,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',583.425,683.7
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,483.175,High,Lectro Standard Block 22 - '0/0,Generic - Spare Senn IEM 3,563.2,643.225
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,483.2,Medium,Shure ULXD4 J50 - ',Shure UHF-R K4E - NAME GOES HERE,576.8,623.6
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f1-f2,50.16,483.2,High,Sennheiser EM3732-II L - ',Lectro Standard Block 21 - Donovan McNiven #1,513.15,543.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.2,High,Shure UHF-R H4 - NAME GOES HERE,Lectrosonics 100 KHz Block 21 - 'A/F,519.15,555.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.2,High,Shure UHF-R H4 - NAME GOES HERE,Lectrosonics 100 KHz Block 21 - 'A/F,519.15,555.1
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,483.2,Medium,Shure ULXD4 J50 - ',Shure UHF-R K4E - NAME GOES HERE,576.8,623.6
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,483.2,High,Shure UHF-R K4E - NAME GOES HERE,Lectro Standard Block 21 - CP24 Miv 6,618.4,550.8
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,483.2,High,Lectro Standard Block 23 - IFB 17 CP24 Patio,Lectro Standard Block 21 - CP24 Mic 1,601.0,542.1
Zone 1,Zone 2,Cross-Zone,2f1-f2,37.34,483.22,High,Senn EM3732 A - ACR4 RF 6,Generic Generic - CP24 Beltpack 2,490.535,497.85
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,483.225,High,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 7,489.3,495.375
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.225,High,Lectro Standard Block 22 - '0/4,Shure PSM-1000 L8 - ',563.6,643.975
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.225,High,Lectro Standard Block 22 - '0/4,Shure PSM-1000 L8 - ',563.6,643.975
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f1-f2,86.31,483.25,High,Shure ULXD4 J50 - ',Generic - Mathew McNiven #4,582.95,682.65
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.25,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - '0/4,523.425,563.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.25,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - '0/4,523.425,563.6
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f2-f1,86.31,483.25,High,Senn Evol G2 B - ',Lectro Standard Block 22 - Mathew McNiven #1,647.15,565.2
Parking Lot   East and West Stage,Zone 4,Cross-Zone,2f1-f2,66.48,483.25,High,Shure UHF-R G1 - NAME GOES HERE,"Lectro Standard Block 22 - Dylan NcNiven, 1",526.625,570.0
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f2-2f1,50.16,483.25,Medium,Shure ULXD4 J50 - ',Lectro Standard Block 21 - Jim Needham #1,581.575,548.8
Parking Lot   East and West Stage,Zone 4,Cross-Zone,2f2-f1,66.48,483.25,High,Senn Evol G2 B - ',"Lectro Standard Block 22 - Dylan Mcniven, 2",657.55,570.4
Zone 1,Zone 2,Cross-Zone,2f1-f2,37.34,483.27,High,Senn EM3732 A - ACR4 RF 6,Generic Generic - CP24 Beltpack 1,490.535,497.8
Zone 3,Zone 6,Cross-Zone,3f2-2f1,64.33,483.3,Medium,Lectro Standard Block 22 - Brett Harman #4,Lectro Standard Block 21 - Donovan McNiven #2,573.9,543.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.3,High,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,486.3,489.3
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,483.3,High,Shure UHF-R G1 - NAME GOES HERE,Generic Generic - CP24 Beltpack 3,512.6,497.95
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.3,High,Shure PSM-1000 G10 - NAME GOES HERE,Shure PSM-1000 G10 - NAME GOES HERE,486.3,489.3
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f1-f2,12.04,483.3,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Mic 3,514.35,545.4
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,483.3,Medium,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Mic 3,524.7,545.4
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f1-f2,12.04,483.3,High,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - CP24 Miv 6,517.05,550.8
Zone 2,Zone 3,Cross-Zone,3f1-2f2,86.05,483.3,Medium,Lectro Standard Block 21 - CP24 Mic 2,Lectro Standard Block 22 - Brett Harman #3,542.7,572.4
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,483.31,High,Generic - 662-698,Lectro Standard Block 23 - CP24 Mic 7,695.69,589.5
Zone 1,Zone 1,Intra-Zone,2f1-f2,0.0,483.315,High,Senn EM3732 A - ACR4 RF 4,Senn EM3732 A - ACR4 RF 6,486.925,490.535
Zone 1,Zone 1,Intra-Zone,2f2-f1,0.0,483.315,High,Senn EM3732 A - ACR4 RF 4,Senn EM3732 A - ACR4 RF 6,486.925,490.535
Zone 1,Zone 1,Intra-Zone,2f2-f1,0.0,483.32,High,Senn EM3732 A - ACR2 RF 24,Senn EM3732 A - ACR2 RF 25,488.315,493.31
Zone 1,Zone 1,Intra-Zone,2f1-f2,0.0,483.32,High,Senn EM3732 A - ACR2 RF 24,Senn EM3732 A - ACR2 RF 25,488.315,493.31
Parking Lot   East and West Stage,Zone 5,Cross-Zone,3f1-2f2,65.76,483.325,Medium,Shure UHF-R G1 - NAME GOES HERE,Lectro Standard Block 21 - Brian Van Tx 1,525.375,546.4
Parking Lot   East and West Stage,Zone 4,Cross-Zone,2f2-f1,66.48,483.35,High,Senn Evol G2 B - ',"Lectro Standard Block 22 - Dylan NcNiven, 1",656.65,570.0
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,483.355,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 19,475.375,471.385
Zone 1,Zone 6,Cross-Zone,2f1-f2,9.85,483.37,High,Senn EM3732 A - ACR4 RF 9,Lectro Standard Block 21 - Steohen Gelder #1,517.985,552.6
Parking Lot   East and West Stage,Zone 6,Cross-Zone,3f1-2f2,50.16,483.375,Medium,Shure UHF-R H4 - ',Lectro Standard Block 21 - Jim Needham #2,527.525,549.6
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f2-f1,50.16,483.375,High,Sennheiser EM3732-II L - ',Lectro Standard Block 21 - Steohen Gelder #1,621.825,552.6
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f1-f2,12.04,483.4,High,Shure PSM-1000 G10 - ',Generic Generic - CP24 Beltpack 4,490.9,498.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.4,High,Shure UHF-R G1 - NAME GOES HERE,Generic - 'Senn IEM,524.7,566.0
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f2-f1,50.16,483.4,High,Shure UHF-R K4E - NAME GOES HERE,Lectro Standard Block 21 - Stephen Gelder #2,623.6,553.5
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,483.4,Medium,Lectrosonics 100 KHz Block 21 - '4/A,Shure ULXD4 J50 - ',545.0,575.8
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,483.4,Medium,Lectrosonics 100 KHz Block 21 - '4/A,Shure ULXD4 J50 - ',545.0,575.8
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f1-f2,86.31,483.4,High,Shure UHF-R G1 - ',Lectro Standard Block 22 - Brett Harman #4,528.65,573.9
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.4,High,Shure UHF-R G1 - NAME GOES HERE,Generic - 'Senn IEM,524.7,566.0
Zone 1,Zone 5,Cross-Zone,2f1-f2,29.83,483.41,High,Senn EM3732 A - ACR4 RF 8,Lectro Standard Block 21 - Brian Van Tx 1,514.905,546.4
Zone 1,Zone 2,Cross-Zone,3f2-2f1,37.34,483.42,Medium,Senn EM3732 A - ACR4 RF 2,Generic Generic - CP24 Intercom Tx,472.365,476.05
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.45,High,Shure ULXD4 J50 - ',Lectrosonics 100 KHz Block 26 - 'B/2,583.425,683.4
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f2-2f1,47.8,483.45,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR2 RF 23,486.3,485.35
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.45,High,Shure ULXD4 J50 - ',Lectrosonics 100 KHz Block 26 - 'B/2,583.425,683.4
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f1-2f2,12.04,483.45,Medium,Shure UHF-R H4 - ',Lectro Standard Block 21 - CP24 Mic 2,522.95,542.7
Parking Lot   East and West Stage,Zone 3,Cross-Zone,2f2-f1,86.31,483.45,High,Shure ULXD4 J50 - ',Lectro Standard Block 21 - Brett Harman #1,619.95,551.7
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f1-f2,47.8,483.45,High,Lectro Standard Block 22 - '0/B,Generic - Spare Seen IEM 5,564.3,645.15
Parking Lot   East and West Stage,Zone 1,Cross-Zone,2f2-f1,47.8,483.47,High,Sennheiser EM3732-II L - ',Senn EM3732 A - ACR4 RF 5,496.89,490.18
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,483.475,Medium,Shure UHF-R G1 - NAME GOES HERE,Lectrosonics 100 KHz Block 21 - '6/A,526.625,548.2
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,483.475,Medium,Shure UHF-R G1 - NAME GOES HERE,Lectrosonics 100 KHz Block 21 - '6/A,526.625,548.2
Parking Lot   East and West Stage,Zone 1,Cross-Zone,3f1-2f2,47.8,483.49,Medium,Shure PSM-1000 G10 - NAME GOES HERE,Senn EM3732 A - ACR4 RF 5,487.95,490.18
Parking Lot   East and West Stage,Zone 6,Cross-Zone,2f2-f1,50.16,483.525,High,Sennheiser EM3732-II L - NAME GOES HERE,Lectro Standard Block 21 - Jim Needham #2,615.675,549.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f2-2f1,0.0,483.55,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure UHF-R H4 - ',512.6,527.125
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.55,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',581.575,679.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.55,High,Shure ULXD4 J50 - ',RFWS Senn  36Mhz 662-698 - ',581.575,679.6
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,3f1-2f2,0.0,483.55,Medium,Shure UHF-R G1 - NAME GOES HERE,Shure UHF-R H4 - ',512.6,527.125
Parking Lot   East and West Stage,Zone 3,Cross-Zone,3f1-2f2,86.31,483.6,Medium,Shure UHF-R H4 - ',Lectro Standard Block 21 - Brett Harman #1,529.0,551.7
Parking Lot   East and West Stage,Zone 5,Cross-Zone,2f1-f2,65.76,483.6,High,Shure UHF-R H4 - ',Lectro Standard Block 21 - Brian Van Tx 2,519.95,556.3
Parking Lot   East and West Stage,Zone 2,Cross-Zone,3f2-2f1,12.04,483.6,Medium,Shure PSM-1000 L8 - NAME GOES HERE,Lectro Standard Block 23 - CP24 Mic 7,642.45,589.5
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f1-f2,12.04,483.6,High,Sennheiser EM3732-II L - ',Lectro Standard Block 21 - CP24 Mic 2,513.15,542.7
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f1-f2,0.0,483.65,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - '0/0,523.425,563.2
Parking Lot   East and West Stage,Zone 2,Cross-Zone,2f2-f1,12.04,483.65,High,Sennheiser EM3732-II L - ',Generic Generic - CP24 Beltpack 4,513.15,498.4
Parking Lot   East and West Stage,Parking Lot   East and West Stage,Intra-Zone,2f2-f1,0.0,483.65,High,Shure UHF-R H4 - ',Lectro Standard Block 22 - '0/0,523.425,563.2
