Frequency (MHz),Level (dBm),Band Name
56.26,-100.30,Low VHF+FM
56.35,-104.41,Low VHF+FM
56.43,-100.07,Low VHF+FM
56.52,-97.03,Low VHF+FM
56.61,-101.44,Low VHF+FM
56.70,-97.27,Low VHF+FM
56.78,-100.66,Low VHF+FM
56.87,-100.22,Low VHF+FM
56.96,-104.10,Low VHF+FM
57.04,-97.61,Low VHF+FM
57.13,-100.90,Low VHF+FM
57.22,-101.59,Low VHF+FM
57.30,-98.51,Low VHF+FM
57.39,-98.35,Low VHF+FM
57.48,-98.59,Low VHF+FM
57.57,-101.92,Low VHF+FM
57.65,-97.96,Low VHF+FM
57.74,-104.81,Low VHF+FM
57.83,-99.11,Low VHF+FM
57.91,-98.33,Low VHF+FM
58.00,-99.30,Low VHF+FM
58.09,-101.71,Low VHF+FM
58.17,-102.15,Low VHF+FM
58.26,-100.46,Low VHF+FM
58.35,-97.55,Low VHF+FM
58.43,-101.45,Low VHF+FM
58.52,-101.35,Low VHF+FM
58.61,-104.58,Low VHF+FM
58.70,-99.35,Low VHF+FM
58.78,-99.61,Low VHF+FM
58.87,-96.80,Low VHF+FM
58.96,-100.65,Low VHF+FM
59.04,-104.24,Low VHF+FM
59.13,-102.72,Low VHF+FM
59.22,-98.97,Low VHF+FM
59.30,-101.42,Low VHF+FM
59.39,-97.23,Low VHF+FM
59.48,-94.83,Low VHF+FM
59.57,-96.58,Low VHF+FM
59.65,-96.67,Low VHF+FM
59.74,-96.88,Low VHF+FM
59.83,-102.02,Low VHF+FM
59.91,-101.57,Low VHF+FM
60.00,-96.49,Low VHF+FM
60.09,-102.53,Low VHF+FM
60.17,-95.58,Low VHF+FM
60.26,-91.36,Low VHF+FM
60.35,-88.99,Low VHF+FM
60.43,-90.54,Low VHF+FM
60.52,-96.97,Low VHF+FM
60.61,-99.69,Low VHF+FM
60.70,-103.91,Low VHF+FM
60.78,-103.44,Low VHF+FM
60.87,-91.47,Low VHF+FM
60.96,-95.17,Low VHF+FM
61.04,-96.14,Low VHF+FM
61.13,-90.89,Low VHF+FM
61.22,-89.25,Low VHF+FM
61.30,-100.81,Low VHF+FM
61.39,-97.25,Low VHF+FM
61.48,-97.82,Low VHF+FM
61.57,-96.41,Low VHF+FM
61.65,-90.97,Low VHF+FM
61.74,-94.14,Low VHF+FM
61.83,-85.14,Low VHF+FM
61.91,-93.57,Low VHF+FM
62.00,-84.61,Low VHF+FM
62.09,-82.59,Low VHF+FM
62.17,-90.93,Low VHF+FM
62.26,-90.67,Low VHF+FM
62.35,-94.93,Low VHF+FM
62.43,-82.96,Low VHF+FM
62.52,-85.89,Low VHF+FM
62.61,-83.87,Low VHF+FM
62.70,-90.68,Low VHF+FM
62.78,-84.06,Low VHF+FM
62.87,-80.72,Low VHF+FM
62.96,-92.77,Low VHF+FM
63.04,-81.83,Low VHF+FM
63.13,-91.55,Low VHF+FM
63.22,-84.49,Low VHF+FM
63.30,-91.02,Low VHF+FM
63.39,-82.92,Low VHF+FM
63.48,-94.03,Low VHF+FM
63.57,-82.59,Low VHF+FM
63.65,-84.62,Low VHF+FM
63.74,-89.65,Low VHF+FM
63.83,-88.01,Low VHF+FM
63.91,-92.04,Low VHF+FM
64.00,-87.07,Low VHF+FM
64.09,-94.13,Low VHF+FM
64.17,-94.13,Low VHF+FM
64.26,-96.74,Low VHF+FM
64.35,-93.87,Low VHF+FM
64.43,-95.33,Low VHF+FM
64.52,-90.51,Low VHF+FM
64.61,-92.94,Low VHF+FM
64.70,-89.38,Low VHF+FM
64.78,-85.81,Low VHF+FM
64.87,-92.85,Low VHF+FM
64.96,-92.89,Low VHF+FM
65.04,-105.22,Low VHF+FM
65.13,-88.77,Low VHF+FM
65.22,-94.06,Low VHF+FM
65.30,-90.52,Low VHF+FM
65.39,-98.55,Low VHF+FM
65.48,-89.26,Low VHF+FM
65.57,-94.49,Low VHF+FM
65.65,-93.66,Low VHF+FM
65.74,-94.73,Low VHF+FM
65.83,-93.01,Low VHF+FM
65.91,-88.76,Low VHF+FM
66.00,-99.31,Low VHF+FM
66.09,-89.10,Low VHF+FM
66.17,-92.52,Low VHF+FM
66.26,-99.96,Low VHF+FM
66.35,-96.13,Low VHF+FM
66.43,-95.84,Low VHF+FM
66.52,-94.29,Low VHF+FM
66.61,-95.88,Low VHF+FM
66.70,-95.78,Low VHF+FM
66.78,-95.54,Low VHF+FM
66.87,-96.01,Low VHF+FM
66.96,-96.25,Low VHF+FM
67.04,-94.96,Low VHF+FM
67.13,-92.41,Low VHF+FM
67.22,-94.68,Low VHF+FM
67.30,-93.91,Low VHF+FM
67.39,-93.52,Low VHF+FM
67.48,-91.49,Low VHF+FM
67.57,-90.03,Low VHF+FM
67.65,-99.52,Low VHF+FM
67.74,-89.68,Low VHF+FM
67.83,-95.79,Low VHF+FM
67.91,-99.02,Low VHF+FM
68.00,-106.66,Low VHF+FM
68.09,-95.07,Low VHF+FM
68.17,-95.11,Low VHF+FM
68.26,-92.75,Low VHF+FM
68.35,-93.56,Low VHF+FM
68.43,-97.95,Low VHF+FM
68.52,-89.89,Low VHF+FM
68.61,-97.91,Low VHF+FM
68.70,-90.45,Low VHF+FM
68.78,-99.74,Low VHF+FM
68.87,-96.08,Low VHF+FM
68.96,-96.73,Low VHF+FM
69.04,-90.26,Low VHF+FM
69.13,-95.53,Low VHF+FM
69.22,-96.69,Low VHF+FM
69.30,-89.68,Low VHF+FM
69.39,-96.28,Low VHF+FM
69.48,-88.20,Low VHF+FM
69.57,-99.73,Low VHF+FM
69.65,-95.29,Low VHF+FM
69.74,-97.56,Low VHF+FM
69.83,-90.97,Low VHF+FM
69.91,-91.91,Low VHF+FM
70.00,-100.45,Low VHF+FM
70.09,-96.16,Low VHF+FM
70.17,-101.33,Low VHF+FM
70.26,-88.36,Low VHF+FM
70.35,-98.84,Low VHF+FM
70.43,-92.67,Low VHF+FM
70.52,-101.91,Low VHF+FM
70.61,-95.12,Low VHF+FM
70.70,-89.19,Low VHF+FM
70.78,-96.77,Low VHF+FM
70.87,-90.70,Low VHF+FM
70.96,-101.71,Low VHF+FM
71.04,-89.31,Low VHF+FM
71.13,-94.96,Low VHF+FM
71.22,-97.41,Low VHF+FM
71.30,-94.55,Low VHF+FM
71.39,-97.07,Low VHF+FM
71.48,-97.39,Low VHF+FM
71.57,-104.29,Low VHF+FM
71.65,-100.26,Low VHF+FM
71.74,-97.89,Low VHF+FM
71.83,-97.67,Low VHF+FM
71.91,-94.33,Low VHF+FM
72.00,-97.71,Low VHF+FM
72.09,-94.69,Low VHF+FM
72.17,-99.10,Low VHF+FM
72.26,-97.72,Low VHF+FM
72.35,-99.43,Low VHF+FM
72.43,-99.44,Low VHF+FM
72.52,-101.81,Low VHF+FM
72.61,-96.61,Low VHF+FM
72.70,-101.75,Low VHF+FM
72.78,-93.49,Low VHF+FM
72.87,-94.00,Low VHF+FM
72.96,-96.77,Low VHF+FM
73.04,-100.99,Low VHF+FM
73.13,-96.81,Low VHF+FM
73.22,-95.43,Low VHF+FM
73.30,-95.11,Low VHF+FM
73.39,-104.34,Low VHF+FM
73.48,-100.21,Low VHF+FM
73.57,-93.09,Low VHF+FM
73.65,-100.91,Low VHF+FM
73.74,-96.95,Low VHF+FM
73.83,-101.18,Low VHF+FM
73.91,-98.80,Low VHF+FM
74.00,-97.42,Low VHF+FM
74.09,-97.81,Low VHF+FM
74.17,-92.94,Low VHF+FM
74.26,-96.22,Low VHF+FM
74.35,-99.93,Low VHF+FM
74.43,-99.83,Low VHF+FM
74.52,-96.88,Low VHF+FM
74.61,-96.01,Low VHF+FM
74.70,-96.68,Low VHF+FM
74.78,-99.88,Low VHF+FM
74.87,-98.10,Low VHF+FM
74.96,-93.95,Low VHF+FM
75.04,-99.96,Low VHF+FM
75.13,-96.59,Low VHF+FM
75.22,-100.81,Low VHF+FM
75.30,-99.51,Low VHF+FM
75.39,-94.59,Low VHF+FM
75.48,-99.82,Low VHF+FM
75.57,-97.60,Low VHF+FM
75.65,-98.89,Low VHF+FM
75.74,-97.59,Low VHF+FM
75.83,-100.11,Low VHF+FM
75.91,-99.98,Low VHF+FM
76.00,-97.05,Low VHF+FM
76.09,-98.46,Low VHF+FM
76.17,-100.17,Low VHF+FM
76.26,-98.71,Low VHF+FM
76.35,-99.60,Low VHF+FM
76.43,-97.16,Low VHF+FM
76.52,-102.69,Low VHF+FM
76.61,-101.63,Low VHF+FM
76.70,-100.93,Low VHF+FM
76.78,-102.07,Low VHF+FM
76.87,-99.01,Low VHF+FM
76.96,-99.34,Low VHF+FM
77.04,-97.68,Low VHF+FM
77.13,-99.67,Low VHF+FM
77.22,-95.58,Low VHF+FM
77.30,-97.69,Low VHF+FM
77.39,-97.71,Low VHF+FM
77.48,-97.90,Low VHF+FM
77.57,-98.80,Low VHF+FM
77.65,-106.55,Low VHF+FM
77.74,-100.02,Low VHF+FM
77.83,-96.30,Low VHF+FM
77.91,-94.99,Low VHF+FM
78.00,-97.67,Low VHF+FM
78.09,-99.00,Low VHF+FM
78.17,-100.84,Low VHF+FM
78.26,-100.43,Low VHF+FM
78.35,-101.18,Low VHF+FM
78.43,-99.34,Low VHF+FM
78.52,-100.03,Low VHF+FM
78.61,-97.26,Low VHF+FM
78.70,-100.92,Low VHF+FM
78.78,-103.60,Low VHF+FM
78.87,-101.40,Low VHF+FM
78.96,-103.81,Low VHF+FM
79.04,-106.05,Low VHF+FM
79.13,-98.87,Low VHF+FM
79.22,-99.76,Low VHF+FM
79.30,-100.55,Low VHF+FM
79.39,-102.19,Low VHF+FM
79.48,-98.76,Low VHF+FM
79.57,-100.21,Low VHF+FM
79.65,-99.34,Low VHF+FM
79.74,-97.41,Low VHF+FM
79.83,-95.38,Low VHF+FM
79.91,-97.19,Low VHF+FM
80.00,-97.99,Low VHF+FM
80.09,-94.13,Low VHF+FM
80.17,-100.73,Low VHF+FM
80.26,-104.40,Low VHF+FM
80.35,-98.90,Low VHF+FM
80.43,-98.08,Low VHF+FM
80.52,-101.94,Low VHF+FM
80.61,-99.76,Low VHF+FM
80.70,-102.60,Low VHF+FM
80.78,-99.85,Low VHF+FM
80.87,-100.61,Low VHF+FM
80.96,-98.70,Low VHF+FM
81.04,-99.52,Low VHF+FM
81.13,-102.81,Low VHF+FM
81.22,-96.86,Low VHF+FM
81.30,-97.41,Low VHF+FM
81.39,-97.02,Low VHF+FM
81.48,-97.14,Low VHF+FM
81.57,-101.30,Low VHF+FM
81.65,-100.83,Low VHF+FM
81.74,-94.67,Low VHF+FM
81.83,-97.33,Low VHF+FM
81.91,-103.04,Low VHF+FM
82.00,-101.76,Low VHF+FM
82.09,-103.90,Low VHF+FM
82.17,-95.29,Low VHF+FM
82.26,-97.67,Low VHF+FM
82.35,-101.77,Low VHF+FM
82.43,-97.28,Low VHF+FM
82.52,-101.44,Low VHF+FM
82.61,-98.73,Low VHF+FM
82.70,-96.47,Low VHF+FM
82.78,-94.67,Low VHF+FM
82.87,-93.99,Low VHF+FM
82.96,-94.77,Low VHF+FM
83.04,-98.07,Low VHF+FM
83.13,-97.11,Low VHF+FM
83.22,-100.01,Low VHF+FM
83.30,-98.39,Low VHF+FM
83.39,-98.99,Low VHF+FM
83.48,-105.99,Low VHF+FM
83.57,-103.23,Low VHF+FM
83.65,-100.26,Low VHF+FM
83.74,-95.08,Low VHF+FM
83.83,-97.64,Low VHF+FM
83.91,-95.27,Low VHF+FM
84.00,-90.83,Low VHF+FM
84.09,-94.31,Low VHF+FM
84.17,-91.72,Low VHF+FM
84.26,-95.02,Low VHF+FM
84.35,-100.29,Low VHF+FM
84.43,-97.19,Low VHF+FM
84.52,-102.35,Low VHF+FM
84.61,-98.01,Low VHF+FM
84.70,-98.50,Low VHF+FM
84.78,-100.09,Low VHF+FM
84.87,-98.76,Low VHF+FM
84.96,-97.38,Low VHF+FM
85.04,-98.23,Low VHF+FM
85.13,-92.33,Low VHF+FM
85.22,-99.67,Low VHF+FM
85.30,-98.99,Low VHF+FM
85.39,-99.76,Low VHF+FM
85.48,-100.14,Low VHF+FM
85.57,-90.90,Low VHF+FM
85.65,-94.57,Low VHF+FM
85.74,-93.90,Low VHF+FM
85.83,-93.02,Low VHF+FM
85.91,-99.59,Low VHF+FM
86.00,-103.11,Low VHF+FM
86.09,-99.08,Low VHF+FM
86.17,-98.12,Low VHF+FM
86.26,-102.05,Low VHF+FM
86.35,-98.64,Low VHF+FM
86.43,-98.82,Low VHF+FM
86.52,-96.82,Low VHF+FM
86.61,-97.48,Low VHF+FM
86.70,-96.93,Low VHF+FM
86.78,-100.80,Low VHF+FM
86.87,-96.56,Low VHF+FM
86.96,-92.49,Low VHF+FM
87.04,-94.40,Low VHF+FM
87.13,-95.19,Low VHF+FM
87.22,-97.41,Low VHF+FM
87.30,-91.64,Low VHF+FM
87.39,-96.74,Low VHF+FM
87.48,-98.35,Low VHF+FM
87.57,-102.68,Low VHF+FM
87.65,-94.46,Low VHF+FM
87.74,-96.24,Low VHF+FM
87.83,-98.97,Low VHF+FM
87.91,-94.48,Low VHF+FM
88.00,-94.95,Low VHF+FM
88.09,-94.48,Low VHF+FM
88.17,-96.34,Low VHF+FM
88.26,-96.17,Low VHF+FM
88.35,-100.03,Low VHF+FM
88.43,-96.71,Low VHF+FM
88.52,-96.93,Low VHF+FM
88.61,-97.58,Low VHF+FM
88.70,-97.27,Low VHF+FM
88.78,-95.09,Low VHF+FM
88.87,-98.44,Low VHF+FM
88.96,-94.90,Low VHF+FM
89.04,-97.14,Low VHF+FM
89.13,-96.91,Low VHF+FM
89.22,-101.17,Low VHF+FM
89.30,-96.80,Low VHF+FM
89.39,-99.45,Low VHF+FM
89.48,-98.20,Low VHF+FM
89.57,-97.66,Low VHF+FM
89.65,-95.20,Low VHF+FM
89.74,-100.25,Low VHF+FM
89.83,-97.74,Low VHF+FM
89.91,-100.97,Low VHF+FM
90.00,-101.41,Low VHF+FM
90.00,-103.42,Low VHF+FM
90.04,-102.00,Low VHF+FM
90.09,-103.06,Low VHF+FM
90.13,-101.56,Low VHF+FM
90.17,-104.05,Low VHF+FM
90.22,-102.52,Low VHF+FM
90.26,-102.53,Low VHF+FM
90.30,-102.51,Low VHF+FM
90.35,-100.81,Low VHF+FM
90.39,-104.99,Low VHF+FM
90.43,-104.08,Low VHF+FM
90.48,-105.74,Low VHF+FM
90.52,-101.34,Low VHF+FM
90.57,-101.96,Low VHF+FM
90.61,-103.58,Low VHF+FM
90.65,-105.61,Low VHF+FM
90.70,-102.56,Low VHF+FM
90.74,-102.43,Low VHF+FM
90.78,-105.03,Low VHF+FM
90.83,-103.43,Low VHF+FM
90.87,-105.89,Low VHF+FM
90.91,-105.03,Low VHF+FM
90.96,-108.96,Low VHF+FM
91.00,-102.26,Low VHF+FM
91.04,-104.98,Low VHF+FM
91.09,-102.29,Low VHF+FM
91.13,-98.79,Low VHF+FM
91.17,-101.25,Low VHF+FM
91.22,-103.54,Low VHF+FM
91.26,-97.24,Low VHF+FM
91.30,-97.64,Low VHF+FM
91.35,-99.24,Low VHF+FM
91.39,-102.56,Low VHF+FM
91.43,-106.91,Low VHF+FM
91.48,-105.66,Low VHF+FM
91.52,-107.84,Low VHF+FM
91.57,-101.35,Low VHF+FM
91.61,-102.38,Low VHF+FM
91.65,-104.35,Low VHF+FM
91.70,-100.46,Low VHF+FM
91.74,-99.79,Low VHF+FM
91.78,-104.29,Low VHF+FM
91.83,-101.57,Low VHF+FM
91.87,-108.70,Low VHF+FM
91.91,-100.49,Low VHF+FM
91.96,-103.12,Low VHF+FM
92.00,-103.30,Low VHF+FM
92.04,-105.38,Low VHF+FM
92.09,-102.55,Low VHF+FM
92.13,-106.16,Low VHF+FM
92.17,-105.57,Low VHF+FM
92.22,-102.00,Low VHF+FM
92.26,-101.88,Low VHF+FM
92.30,-103.85,Low VHF+FM
92.35,-107.52,Low VHF+FM
92.39,-102.14,Low VHF+FM
92.43,-102.55,Low VHF+FM
92.48,-103.52,Low VHF+FM
92.52,-103.35,Low VHF+FM
92.57,-105.40,Low VHF+FM
92.61,-101.85,Low VHF+FM
92.65,-101.35,Low VHF+FM
92.70,-103.30,Low VHF+FM
92.74,-102.23,Low VHF+FM
92.78,-105.87,Low VHF+FM
92.83,-101.60,Low VHF+FM
92.87,-103.68,Low VHF+FM
92.91,-105.42,Low VHF+FM
92.96,-100.99,Low VHF+FM
93.00,-100.12,Low VHF+FM
93.04,-102.13,Low VHF+FM
93.09,-97.80,Low VHF+FM
93.13,-102.23,Low VHF+FM
93.17,-101.99,Low VHF+FM
93.22,-103.04,Low VHF+FM
93.26,-104.14,Low VHF+FM
93.30,-101.72,Low VHF+FM
93.35,-103.26,Low VHF+FM
93.39,-102.35,Low VHF+FM
93.43,-102.16,Low VHF+FM
93.48,-107.57,Low VHF+FM
93.52,-103.86,Low VHF+FM
93.57,-104.89,Low VHF+FM
93.61,-102.08,Low VHF+FM
93.65,-102.44,Low VHF+FM
93.70,-102.81,Low VHF+FM
93.74,-102.19,Low VHF+FM
93.78,-102.10,Low VHF+FM
93.83,-102.66,Low VHF+FM
93.87,-100.68,Low VHF+FM
93.91,-104.27,Low VHF+FM
93.96,-102.25,Low VHF+FM
94.00,-101.17,Low VHF+FM
94.04,-104.60,Low VHF+FM
94.09,-105.68,Low VHF+FM
94.13,-102.10,Low VHF+FM
94.17,-102.24,Low VHF+FM
94.22,-100.83,Low VHF+FM
94.26,-100.57,Low VHF+FM
94.30,-105.74,Low VHF+FM
94.35,-103.60,Low VHF+FM
94.39,-105.14,Low VHF+FM
94.43,-106.08,Low VHF+FM
94.48,-106.63,Low VHF+FM
94.52,-108.33,Low VHF+FM
94.57,-102.68,Low VHF+FM
94.61,-99.94,Low VHF+FM
94.65,-104.40,Low VHF+FM
94.70,-101.63,Low VHF+FM
94.74,-104.14,Low VHF+FM
94.78,-99.66,Low VHF+FM
94.83,-98.33,Low VHF+FM
94.87,-91.51,Low VHF+FM
94.91,-92.03,Low VHF+FM
94.96,-94.03,Low VHF+FM
95.00,-100.18,Low VHF+FM
95.04,-104.11,Low VHF+FM
95.09,-99.74,Low VHF+FM
95.13,-100.09,Low VHF+FM
95.17,-108.12,Low VHF+FM
95.22,-106.88,Low VHF+FM
95.26,-103.06,Low VHF+FM
95.30,-100.84,Low VHF+FM
95.35,-101.29,Low VHF+FM
95.39,-104.27,Low VHF+FM
95.43,-100.78,Low VHF+FM
95.48,-101.72,Low VHF+FM
95.52,-104.18,Low VHF+FM
95.57,-106.77,Low VHF+FM
95.61,-102.63,Low VHF+FM
95.65,-102.54,Low VHF+FM
95.70,-102.82,Low VHF+FM
95.74,-102.95,Low VHF+FM
95.78,-104.53,Low VHF+FM
95.83,-103.52,Low VHF+FM
95.87,-99.42,Low VHF+FM
95.91,-97.65,Low VHF+FM
95.96,-100.61,Low VHF+FM
96.00,-102.78,Low VHF+FM
96.04,-100.39,Low VHF+FM
96.09,-102.36,Low VHF+FM
96.13,-101.76,Low VHF+FM
96.17,-103.00,Low VHF+FM
96.22,-107.19,Low VHF+FM
96.26,-103.06,Low VHF+FM
96.30,-103.76,Low VHF+FM
96.35,-104.89,Low VHF+FM
96.39,-103.63,Low VHF+FM
96.43,-100.66,Low VHF+FM
96.48,-105.08,Low VHF+FM
96.52,-102.95,Low VHF+FM
96.57,-107.37,Low VHF+FM
96.61,-103.60,Low VHF+FM
96.65,-106.60,Low VHF+FM
96.70,-102.72,Low VHF+FM
96.74,-101.09,Low VHF+FM
96.78,-104.48,Low VHF+FM
96.83,-100.46,Low VHF+FM
96.87,-106.22,Low VHF+FM
96.91,-100.06,Low VHF+FM
96.96,-99.80,Low VHF+FM
97.00,-101.72,Low VHF+FM
97.04,-102.50,Low VHF+FM
97.09,-102.77,Low VHF+FM
97.13,-107.82,Low VHF+FM
97.17,-107.56,Low VHF+FM
97.22,-100.28,Low VHF+FM
97.26,-99.56,Low VHF+FM
97.30,-99.43,Low VHF+FM
97.35,-99.46,Low VHF+FM
97.39,-101.44,Low VHF+FM
97.43,-102.93,Low VHF+FM
97.48,-106.62,Low VHF+FM
97.52,-104.25,Low VHF+FM
97.57,-105.38,Low VHF+FM
97.61,-99.69,Low VHF+FM
97.65,-102.80,Low VHF+FM
97.70,-103.76,Low VHF+FM
97.74,-105.31,Low VHF+FM
97.78,-102.36,Low VHF+FM
97.83,-104.13,Low VHF+FM
97.87,-106.67,Low VHF+FM
97.91,-98.47,Low VHF+FM
97.96,-103.63,Low VHF+FM
98.00,-101.96,Low VHF+FM
98.04,-100.31,Low VHF+FM
98.09,-98.33,Low VHF+FM
98.13,-101.20,Low VHF+FM
98.17,-105.99,Low VHF+FM
98.22,-101.22,Low VHF+FM
98.26,-100.18,Low VHF+FM
98.30,-99.68,Low VHF+FM
98.35,-100.06,Low VHF+FM
98.39,-102.50,Low VHF+FM
98.43,-105.16,Low VHF+FM
98.48,-102.47,Low VHF+FM
98.52,-101.78,Low VHF+FM
98.57,-102.41,Low VHF+FM
98.61,-108.90,Low VHF+FM
98.65,-103.52,Low VHF+FM
98.70,-103.36,Low VHF+FM
98.74,-100.63,Low VHF+FM
98.78,-105.29,Low VHF+FM
98.83,-101.07,Low VHF+FM
98.87,-102.19,Low VHF+FM
98.91,-103.88,Low VHF+FM
98.96,-101.86,Low VHF+FM
99.00,-103.47,Low VHF+FM
99.04,-103.71,Low VHF+FM
99.09,-99.79,Low VHF+FM
99.13,-106.10,Low VHF+FM
99.17,-109.40,Low VHF+FM
99.22,-104.00,Low VHF+FM
99.26,-104.55,Low VHF+FM
99.30,-105.61,Low VHF+FM
99.35,-98.96,Low VHF+FM
99.39,-102.66,Low VHF+FM
99.43,-98.54,Low VHF+FM
99.48,-104.46,Low VHF+FM
99.52,-105.38,Low VHF+FM
99.57,-105.79,Low VHF+FM
99.61,-100.75,Low VHF+FM
99.65,-104.80,Low VHF+FM
99.70,-98.97,Low VHF+FM
99.74,-106.09,Low VHF+FM
99.78,-102.78,Low VHF+FM
99.83,-101.67,Low VHF+FM
99.87,-102.55,Low VHF+FM
99.91,-101.17,Low VHF+FM
99.96,-102.12,Low VHF+FM
100.00,-95.69,Low VHF+FM
100.04,-99.89,Low VHF+FM
100.09,-101.65,Low VHF+FM
100.13,-105.78,Low VHF+FM
100.17,-102.47,Low VHF+FM
100.22,-104.18,Low VHF+FM
100.26,-106.10,Low VHF+FM
100.30,-101.88,Low VHF+FM
100.35,-100.54,Low VHF+FM
100.39,-107.77,Low VHF+FM
100.43,-106.15,Low VHF+FM
100.48,-107.27,Low VHF+FM
100.52,-107.51,Low VHF+FM
100.57,-98.98,Low VHF+FM
100.61,-102.28,Low VHF+FM
100.65,-101.00,Low VHF+FM
100.70,-99.35,Low VHF+FM
100.74,-102.45,Low VHF+FM
100.78,-105.44,Low VHF+FM
100.83,-104.69,Low VHF+FM
100.87,-103.18,Low VHF+FM
100.91,-102.08,Low VHF+FM
100.96,-102.42,Low VHF+FM
101.00,-101.81,Low VHF+FM
101.04,-101.84,Low VHF+FM
101.09,-104.07,Low VHF+FM
101.13,-103.45,Low VHF+FM
101.17,-105.73,Low VHF+FM
101.22,-108.25,Low VHF+FM
101.26,-105.77,Low VHF+FM
101.30,-102.74,Low VHF+FM
101.35,-99.24,Low VHF+FM
101.39,-107.42,Low VHF+FM
101.43,-104.57,Low VHF+FM
101.48,-102.05,Low VHF+FM
101.52,-101.15,Low VHF+FM
101.57,-102.70,Low VHF+FM
101.61,-101.92,Low VHF+FM
101.65,-103.96,Low VHF+FM
101.70,-100.71,Low VHF+FM
101.74,-105.48,Low VHF+FM
101.78,-104.82,Low VHF+FM
101.83,-102.19,Low VHF+FM
101.87,-102.05,Low VHF+FM
101.91,-102.93,Low VHF+FM
101.96,-105.07,Low VHF+FM
102.00,-101.04,Low VHF+FM
102.04,-101.32,Low VHF+FM
102.09,-102.55,Low VHF+FM
102.13,-97.19,Low VHF+FM
102.17,-97.93,Low VHF+FM
102.22,-99.76,Low VHF+FM
102.26,-100.58,Low VHF+FM
102.30,-100.53,Low VHF+FM
102.35,-102.48,Low VHF+FM
102.39,-102.98,Low VHF+FM
102.43,-101.93,Low VHF+FM
102.48,-103.35,Low VHF+FM
102.52,-102.90,Low VHF+FM
102.57,-100.64,Low VHF+FM
102.61,-98.13,Low VHF+FM
102.65,-102.71,Low VHF+FM
102.70,-104.01,Low VHF+FM
102.74,-100.70,Low VHF+FM
102.78,-102.99,Low VHF+FM
102.83,-105.21,Low VHF+FM
102.87,-102.43,Low VHF+FM
102.91,-100.32,Low VHF+FM
102.96,-101.24,Low VHF+FM
103.00,-102.34,Low VHF+FM
103.04,-98.54,Low VHF+FM
103.09,-97.96,Low VHF+FM
103.13,-103.33,Low VHF+FM
103.17,-101.82,Low VHF+FM
103.22,-105.16,Low VHF+FM
103.26,-105.06,Low VHF+FM
103.30,-98.28,Low VHF+FM
103.35,-102.62,Low VHF+FM
103.39,-104.00,Low VHF+FM
103.43,-103.32,Low VHF+FM
103.48,-104.91,Low VHF+FM
103.52,-103.42,Low VHF+FM
103.57,-101.67,Low VHF+FM
103.61,-105.51,Low VHF+FM
