Frequency (MHz),Level (dBm),Band Name
61.83,-93.35,Low VHF+FM
61.91,-85.07,Low VHF+FM
62.00,-89.76,Low VHF+FM
62.09,-85.10,Low VHF+FM
62.17,-86.85,Low VHF+FM
62.26,-98.35,Low VHF+FM
62.35,-93.43,Low VHF+FM
62.43,-93.12,Low VHF+FM
62.52,-95.81,Low VHF+FM
62.61,-89.39,Low VHF+FM
62.70,-90.89,Low VHF+FM
62.78,-82.75,Low VHF+FM
62.87,-100.15,Low VHF+FM
62.96,-86.83,Low VHF+FM
63.04,-88.19,Low VHF+FM
63.13,-96.48,Low VHF+FM
63.22,-85.02,Low VHF+FM
63.30,-95.75,Low VHF+FM
63.39,-91.00,Low VHF+FM
63.48,-92.87,Low VHF+FM
63.57,-92.80,Low VHF+FM
63.65,-90.07,Low VHF+FM
63.74,-96.50,Low VHF+FM
63.83,-88.63,Low VHF+FM
63.91,-89.21,Low VHF+FM
64.00,-98.36,Low VHF+FM
64.09,-88.99,Low VHF+FM
64.17,-93.32,Low VHF+FM
64.26,-90.93,Low VHF+FM
64.35,-93.68,Low VHF+FM
64.43,-92.65,Low VHF+FM
64.52,-88.81,Low VHF+FM
64.61,-95.43,Low VHF+FM
64.70,-91.91,Low VHF+FM
64.78,-85.74,Low VHF+FM
64.87,-99.12,Low VHF+FM
64.96,-89.82,Low VHF+FM
65.04,-97.18,Low VHF+FM
65.13,-93.98,Low VHF+FM
65.22,-92.86,Low VHF+FM
65.30,-94.63,Low VHF+FM
65.39,-92.34,Low VHF+FM
65.48,-94.16,Low VHF+FM
65.57,-92.57,Low VHF+FM
65.65,-95.59,Low VHF+FM
65.74,-96.92,Low VHF+FM
65.83,-88.84,Low VHF+FM
65.91,-90.77,Low VHF+FM
66.00,-89.26,Low VHF+FM
66.09,-96.93,Low VHF+FM
66.17,-97.99,Low VHF+FM
66.26,-96.40,Low VHF+FM
66.35,-96.81,Low VHF+FM
66.43,-94.67,Low VHF+FM
66.52,-95.95,Low VHF+FM
66.61,-93.24,Low VHF+FM
66.70,-92.78,Low VHF+FM
66.78,-94.52,Low VHF+FM
66.87,-94.94,Low VHF+FM
66.96,-95.51,Low VHF+FM
67.04,-94.56,Low VHF+FM
67.13,-97.20,Low VHF+FM
67.22,-97.48,Low VHF+FM
67.30,-94.74,Low VHF+FM
67.39,-96.23,Low VHF+FM
67.48,-94.85,Low VHF+FM
67.57,-95.41,Low VHF+FM
67.65,-92.42,Low VHF+FM
67.74,-96.59,Low VHF+FM
67.83,-93.57,Low VHF+FM
67.91,-91.21,Low VHF+FM
68.00,-97.90,Low VHF+FM
68.09,-94.60,Low VHF+FM
68.17,-100.71,Low VHF+FM
68.26,-97.65,Low VHF+FM
68.35,-100.69,Low VHF+FM
68.43,-97.16,Low VHF+FM
68.52,-97.10,Low VHF+FM
68.61,-99.30,Low VHF+FM
68.70,-95.35,Low VHF+FM
68.78,-88.94,Low VHF+FM
68.87,-93.97,Low VHF+FM
68.96,-92.70,Low VHF+FM
69.04,-96.73,Low VHF+FM
69.13,-94.96,Low VHF+FM
69.22,-98.37,Low VHF+FM
69.30,-96.37,Low VHF+FM
69.39,-93.09,Low VHF+FM
69.48,-98.45,Low VHF+FM
69.57,-95.85,Low VHF+FM
69.65,-93.15,Low VHF+FM
69.74,-103.71,Low VHF+FM
69.83,-96.64,Low VHF+FM
69.91,-98.38,Low VHF+FM
70.00,-92.90,Low VHF+FM
70.09,-95.80,Low VHF+FM
70.17,-95.24,Low VHF+FM
70.26,-98.50,Low VHF+FM
70.35,-98.25,Low VHF+FM
70.43,-99.89,Low VHF+FM
70.52,-101.72,Low VHF+FM
70.61,-98.60,Low VHF+FM
70.70,-99.36,Low VHF+FM
70.78,-101.58,Low VHF+FM
70.87,-93.58,Low VHF+FM
70.96,-96.79,Low VHF+FM
71.04,-98.40,Low VHF+FM
71.13,-103.45,Low VHF+FM
71.22,-100.15,Low VHF+FM
71.30,-100.36,Low VHF+FM
71.39,-103.28,Low VHF+FM
71.48,-98.59,Low VHF+FM
71.57,-97.98,Low VHF+FM
71.65,-93.34,Low VHF+FM
71.74,-99.77,Low VHF+FM
71.83,-89.85,Low VHF+FM
71.91,-91.98,Low VHF+FM
72.00,-88.78,Low VHF+FM
72.09,-90.89,Low VHF+FM
72.17,-100.33,Low VHF+FM
72.26,-97.93,Low VHF+FM
72.35,-96.97,Low VHF+FM
72.43,-97.94,Low VHF+FM
72.52,-92.32,Low VHF+FM
72.61,-98.24,Low VHF+FM
72.70,-89.62,Low VHF+FM
72.78,-92.49,Low VHF+FM
72.87,-102.01,Low VHF+FM
72.96,-93.00,Low VHF+FM
73.04,-99.98,Low VHF+FM
73.13,-93.44,Low VHF+FM
73.22,-96.08,Low VHF+FM
73.30,-101.56,Low VHF+FM
73.39,-97.89,Low VHF+FM
73.48,-95.79,Low VHF+FM
73.57,-90.63,Low VHF+FM
73.65,-99.03,Low VHF+FM
73.74,-102.55,Low VHF+FM
73.83,-91.08,Low VHF+FM
73.91,-101.10,Low VHF+FM
74.00,-93.59,Low VHF+FM
74.09,-97.98,Low VHF+FM
74.17,-95.68,Low VHF+FM
74.26,-96.53,Low VHF+FM
74.35,-95.40,Low VHF+FM
74.43,-99.02,Low VHF+FM
74.52,-96.07,Low VHF+FM
74.61,-98.42,Low VHF+FM
74.70,-101.38,Low VHF+FM
74.78,-103.21,Low VHF+FM
74.87,-98.78,Low VHF+FM
74.96,-98.04,Low VHF+FM
75.04,-95.35,Low VHF+FM
75.13,-100.40,Low VHF+FM
75.22,-102.20,Low VHF+FM
75.30,-95.04,Low VHF+FM
75.39,-100.33,Low VHF+FM
75.48,-93.95,Low VHF+FM
75.57,-94.30,Low VHF+FM
75.65,-100.02,Low VHF+FM
75.74,-100.30,Low VHF+FM
75.83,-96.50,Low VHF+FM
75.91,-100.78,Low VHF+FM
76.00,-100.02,Low VHF+FM
76.09,-95.17,Low VHF+FM
76.17,-97.50,Low VHF+FM
76.26,-97.89,Low VHF+FM
76.35,-101.77,Low VHF+FM
76.43,-97.34,Low VHF+FM
76.52,-100.93,Low VHF+FM
76.61,-98.04,Low VHF+FM
76.70,-103.15,Low VHF+FM
76.78,-99.40,Low VHF+FM
76.87,-99.76,Low VHF+FM
76.96,-95.75,Low VHF+FM
77.04,-95.69,Low VHF+FM
77.13,-101.93,Low VHF+FM
77.22,-103.21,Low VHF+FM
77.30,-100.43,Low VHF+FM
77.39,-99.18,Low VHF+FM
77.48,-99.64,Low VHF+FM
77.57,-100.54,Low VHF+FM
77.65,-105.33,Low VHF+FM
77.74,-96.75,Low VHF+FM
77.83,-98.95,Low VHF+FM
77.91,-97.29,Low VHF+FM
78.00,-101.14,Low VHF+FM
78.09,-97.74,Low VHF+FM
78.17,-99.13,Low VHF+FM
78.26,-109.35,Low VHF+FM
78.35,-97.76,Low VHF+FM
78.43,-96.77,Low VHF+FM
78.52,-98.16,Low VHF+FM
78.61,-99.37,Low VHF+FM
78.70,-98.83,Low VHF+FM
78.78,-103.92,Low VHF+FM
78.87,-101.13,Low VHF+FM
78.96,-99.18,Low VHF+FM
79.04,-101.10,Low VHF+FM
79.13,-102.00,Low VHF+FM
79.22,-99.22,Low VHF+FM
79.30,-99.97,Low VHF+FM
79.39,-104.44,Low VHF+FM
79.48,-104.26,Low VHF+FM
79.57,-104.14,Low VHF+FM
79.65,-97.05,Low VHF+FM
79.74,-99.79,Low VHF+FM
79.83,-97.41,Low VHF+FM
79.91,-95.35,Low VHF+FM
80.00,-97.54,Low VHF+FM
80.09,-98.12,Low VHF+FM
80.17,-93.69,Low VHF+FM
80.26,-98.37,Low VHF+FM
80.35,-97.29,Low VHF+FM
80.43,-103.03,Low VHF+FM
80.52,-95.65,Low VHF+FM
80.61,-102.99,Low VHF+FM
80.70,-101.05,Low VHF+FM
80.78,-100.52,Low VHF+FM
80.87,-100.95,Low VHF+FM
80.96,-99.82,Low VHF+FM
81.04,-97.74,Low VHF+FM
81.13,-99.38,Low VHF+FM
81.22,-98.14,Low VHF+FM
81.30,-97.30,Low VHF+FM
81.39,-98.61,Low VHF+FM
81.48,-98.69,Low VHF+FM
81.57,-98.41,Low VHF+FM
81.65,-101.79,Low VHF+FM
81.74,-106.06,Low VHF+FM
81.83,-94.73,Low VHF+FM
81.91,-102.72,Low VHF+FM
82.00,-97.68,Low VHF+FM
82.09,-97.93,Low VHF+FM
82.17,-101.73,Low VHF+FM
82.26,-100.45,Low VHF+FM
82.35,-99.03,Low VHF+FM
82.43,-95.69,Low VHF+FM
82.52,-104.03,Low VHF+FM
82.61,-102.30,Low VHF+FM
82.70,-97.59,Low VHF+FM
82.78,-94.17,Low VHF+FM
82.87,-98.22,Low VHF+FM
82.96,-102.36,Low VHF+FM
83.04,-93.49,Low VHF+FM
83.13,-101.82,Low VHF+FM
83.22,-97.40,Low VHF+FM
83.30,-97.14,Low VHF+FM
83.39,-99.62,Low VHF+FM
83.48,-101.65,Low VHF+FM
83.57,-97.59,Low VHF+FM
83.65,-100.09,Low VHF+FM
83.74,-98.14,Low VHF+FM
83.83,-91.37,Low VHF+FM
83.91,-91.85,Low VHF+FM
84.00,-94.14,Low VHF+FM
84.09,-91.21,Low VHF+FM
84.17,-96.50,Low VHF+FM
84.26,-97.32,Low VHF+FM
84.35,-97.70,Low VHF+FM
84.43,-96.00,Low VHF+FM
84.52,-96.13,Low VHF+FM
84.61,-98.93,Low VHF+FM
84.70,-100.25,Low VHF+FM
84.78,-99.22,Low VHF+FM
84.87,-101.29,Low VHF+FM
84.96,-94.39,Low VHF+FM
85.04,-99.70,Low VHF+FM
85.13,-99.45,Low VHF+FM
85.22,-97.82,Low VHF+FM
85.30,-92.56,Low VHF+FM
85.39,-94.57,Low VHF+FM
85.48,-98.48,Low VHF+FM
85.57,-93.90,Low VHF+FM
85.65,-94.53,Low VHF+FM
85.74,-92.89,Low VHF+FM
85.83,-93.48,Low VHF+FM
85.91,-102.64,Low VHF+FM
86.00,-97.78,Low VHF+FM
86.09,-97.26,Low VHF+FM
86.17,-102.35,Low VHF+FM
86.26,-98.20,Low VHF+FM
86.35,-100.56,Low VHF+FM
86.43,-101.15,Low VHF+FM
86.52,-100.97,Low VHF+FM
86.61,-99.63,Low VHF+FM
86.70,-97.31,Low VHF+FM
86.78,-99.92,Low VHF+FM
86.87,-98.49,Low VHF+FM
86.96,-92.50,Low VHF+FM
87.04,-102.21,Low VHF+FM
87.13,-98.68,Low VHF+FM
87.22,-98.82,Low VHF+FM
87.30,-93.49,Low VHF+FM
87.39,-101.95,Low VHF+FM
87.48,-99.47,Low VHF+FM
87.57,-100.86,Low VHF+FM
87.65,-96.86,Low VHF+FM
87.74,-97.25,Low VHF+FM
87.83,-101.15,Low VHF+FM
87.91,-95.50,Low VHF+FM
88.00,-95.17,Low VHF+FM
88.09,-93.96,Low VHF+FM
88.17,-96.47,Low VHF+FM
88.26,-96.57,Low VHF+FM
88.35,-95.41,Low VHF+FM
88.43,-96.24,Low VHF+FM
88.52,-95.28,Low VHF+FM
88.61,-97.65,Low VHF+FM
88.70,-94.19,Low VHF+FM
88.78,-93.91,Low VHF+FM
88.87,-100.72,Low VHF+FM
88.96,-97.07,Low VHF+FM
89.04,-99.62,Low VHF+FM
89.13,-101.62,Low VHF+FM
89.22,-97.64,Low VHF+FM
89.30,-97.32,Low VHF+FM
89.39,-97.83,Low VHF+FM
89.48,-99.06,Low VHF+FM
89.57,-98.10,Low VHF+FM
89.65,-97.11,Low VHF+FM
89.74,-101.28,Low VHF+FM
89.83,-97.86,Low VHF+FM
89.91,-98.33,Low VHF+FM
90.00,-100.13,Low VHF+FM
90.00,-100.50,Low VHF+FM
90.04,-101.00,Low VHF+FM
90.09,-104.88,Low VHF+FM
90.13,-103.71,Low VHF+FM
90.17,-105.12,Low VHF+FM
90.22,-103.81,Low VHF+FM
90.26,-104.00,Low VHF+FM
90.30,-99.12,Low VHF+FM
90.35,-106.35,Low VHF+FM
90.39,-99.10,Low VHF+FM
90.43,-105.48,Low VHF+FM
90.48,-109.20,Low VHF+FM
90.52,-100.96,Low VHF+FM
90.57,-103.12,Low VHF+FM
90.61,-103.84,Low VHF+FM
90.65,-100.75,Low VHF+FM
90.70,-104.94,Low VHF+FM
90.74,-107.44,Low VHF+FM
90.78,-102.63,Low VHF+FM
90.83,-103.97,Low VHF+FM
90.87,-100.89,Low VHF+FM
90.91,-100.66,Low VHF+FM
90.96,-102.94,Low VHF+FM
91.00,-102.92,Low VHF+FM
91.04,-98.52,Low VHF+FM
91.09,-105.48,Low VHF+FM
91.13,-103.81,Low VHF+FM
91.17,-97.86,Low VHF+FM
91.22,-101.81,Low VHF+FM
91.26,-97.99,Low VHF+FM
91.30,-95.74,Low VHF+FM
91.35,-102.54,Low VHF+FM
91.39,-101.45,Low VHF+FM
91.43,-102.86,Low VHF+FM
91.48,-100.06,Low VHF+FM
91.52,-104.31,Low VHF+FM
91.57,-101.29,Low VHF+FM
91.61,-103.82,Low VHF+FM
91.65,-105.50,Low VHF+FM
91.70,-100.03,Low VHF+FM
91.74,-98.83,Low VHF+FM
91.78,-100.81,Low VHF+FM
91.83,-102.43,Low VHF+FM
91.87,-105.55,Low VHF+FM
91.91,-102.20,Low VHF+FM
91.96,-104.51,Low VHF+FM
92.00,-101.55,Low VHF+FM
92.04,-104.63,Low VHF+FM
92.09,-99.82,Low VHF+FM
92.13,-106.09,Low VHF+FM
92.17,-105.34,Low VHF+FM
92.22,-104.48,Low VHF+FM
92.26,-99.64,Low VHF+FM
92.30,-101.58,Low VHF+FM
92.35,-105.27,Low VHF+FM
92.39,-99.74,Low VHF+FM
92.43,-100.61,Low VHF+FM
92.48,-101.01,Low VHF+FM
92.52,-105.32,Low VHF+FM
92.57,-102.47,Low VHF+FM
92.61,-105.29,Low VHF+FM
92.65,-102.73,Low VHF+FM
92.70,-101.88,Low VHF+FM
92.74,-105.89,Low VHF+FM
92.78,-102.65,Low VHF+FM
92.83,-102.27,Low VHF+FM
92.87,-104.35,Low VHF+FM
92.91,-103.55,Low VHF+FM
92.96,-102.08,Low VHF+FM
93.00,-106.65,Low VHF+FM
93.04,-105.66,Low VHF+FM
93.09,-102.88,Low VHF+FM
93.13,-102.61,Low VHF+FM
93.17,-105.00,Low VHF+FM
93.22,-104.95,Low VHF+FM
93.26,-106.43,Low VHF+FM
93.30,-100.94,Low VHF+FM
93.35,-103.54,Low VHF+FM
93.39,-105.33,Low VHF+FM
93.43,-105.95,Low VHF+FM
93.48,-105.24,Low VHF+FM
93.52,-103.91,Low VHF+FM
93.57,-102.47,Low VHF+FM
93.61,-103.25,Low VHF+FM
93.65,-106.31,Low VHF+FM
93.70,-101.16,Low VHF+FM
93.74,-103.76,Low VHF+FM
93.78,-101.39,Low VHF+FM
93.83,-102.00,Low VHF+FM
93.87,-103.83,Low VHF+FM
93.91,-107.29,Low VHF+FM
93.96,-101.48,Low VHF+FM
94.00,-99.82,Low VHF+FM
94.04,-107.36,Low VHF+FM
94.09,-98.23,Low VHF+FM
94.13,-99.21,Low VHF+FM
94.17,-103.21,Low VHF+FM
94.22,-101.35,Low VHF+FM
94.26,-101.30,Low VHF+FM
94.30,-99.94,Low VHF+FM
94.35,-103.65,Low VHF+FM
94.39,-104.55,Low VHF+FM
94.43,-101.62,Low VHF+FM
94.48,-102.27,Low VHF+FM
94.52,-100.62,Low VHF+FM
94.57,-102.27,Low VHF+FM
94.61,-102.19,Low VHF+FM
94.65,-103.20,Low VHF+FM
94.70,-105.91,Low VHF+FM
94.74,-102.25,Low VHF+FM
94.78,-100.52,Low VHF+FM
94.83,-94.16,Low VHF+FM
94.87,-92.62,Low VHF+FM
94.91,-91.54,Low VHF+FM
94.96,-91.11,Low VHF+FM
95.00,-98.16,Low VHF+FM
95.04,-102.98,Low VHF+FM
95.09,-103.98,Low VHF+FM
95.13,-104.93,Low VHF+FM
95.17,-103.37,Low VHF+FM
95.22,-102.20,Low VHF+FM
95.26,-99.07,Low VHF+FM
95.30,-100.52,Low VHF+FM
95.35,-102.61,Low VHF+FM
95.39,-99.79,Low VHF+FM
95.43,-101.07,Low VHF+FM
95.48,-112.01,Low VHF+FM
95.52,-100.36,Low VHF+FM
95.57,-103.37,Low VHF+FM
95.61,-103.67,Low VHF+FM
95.65,-104.27,Low VHF+FM
95.70,-105.43,Low VHF+FM
95.74,-104.78,Low VHF+FM
95.78,-106.14,Low VHF+FM
95.83,-102.30,Low VHF+FM
95.87,-99.90,Low VHF+FM
95.91,-103.64,Low VHF+FM
95.96,-102.43,Low VHF+FM
96.00,-103.36,Low VHF+FM
96.04,-106.53,Low VHF+FM
96.09,-105.74,Low VHF+FM
96.13,-102.12,Low VHF+FM
96.17,-101.06,Low VHF+FM
96.22,-104.08,Low VHF+FM
96.26,-101.48,Low VHF+FM
96.30,-99.61,Low VHF+FM
96.35,-100.56,Low VHF+FM
96.39,-102.18,Low VHF+FM
96.43,-107.37,Low VHF+FM
96.48,-101.50,Low VHF+FM
96.52,-104.01,Low VHF+FM
96.57,-106.50,Low VHF+FM
96.61,-103.49,Low VHF+FM
96.65,-101.56,Low VHF+FM
96.70,-100.42,Low VHF+FM
96.74,-102.45,Low VHF+FM
96.78,-101.67,Low VHF+FM
96.83,-105.54,Low VHF+FM
96.87,-102.23,Low VHF+FM
96.91,-99.99,Low VHF+FM
96.96,-100.75,Low VHF+FM
97.00,-102.45,Low VHF+FM
97.04,-100.78,Low VHF+FM
97.09,-100.10,Low VHF+FM
97.13,-107.50,Low VHF+FM
97.17,-101.72,Low VHF+FM
97.22,-101.74,Low VHF+FM
97.26,-101.24,Low VHF+FM
97.30,-98.70,Low VHF+FM
97.35,-106.38,Low VHF+FM
97.39,-102.98,Low VHF+FM
97.43,-100.65,Low VHF+FM
97.48,-103.44,Low VHF+FM
97.52,-104.28,Low VHF+FM
97.57,-102.38,Low VHF+FM
97.61,-104.44,Low VHF+FM
97.65,-99.08,Low VHF+FM
97.70,-104.78,Low VHF+FM
97.74,-102.14,Low VHF+FM
97.78,-103.59,Low VHF+FM
97.83,-99.88,Low VHF+FM
97.87,-101.39,Low VHF+FM
97.91,-103.10,Low VHF+FM
97.96,-104.99,Low VHF+FM
98.00,-104.61,Low VHF+FM
98.04,-103.57,Low VHF+FM
98.09,-103.32,Low VHF+FM
98.13,-102.36,Low VHF+FM
98.17,-104.14,Low VHF+FM
98.22,-105.30,Low VHF+FM
98.26,-96.97,Low VHF+FM
98.30,-99.56,Low VHF+FM
98.35,-100.99,Low VHF+FM
98.39,-102.19,Low VHF+FM
98.43,-104.00,Low VHF+FM
98.48,-106.95,Low VHF+FM
98.52,-99.76,Low VHF+FM
98.57,-103.01,Low VHF+FM
98.61,-102.83,Low VHF+FM
98.65,-103.46,Low VHF+FM
98.70,-105.32,Low VHF+FM
98.74,-103.57,Low VHF+FM
98.78,-103.60,Low VHF+FM
98.83,-105.01,Low VHF+FM
98.87,-108.99,Low VHF+FM
98.91,-103.92,Low VHF+FM
98.96,-102.62,Low VHF+FM
99.00,-104.10,Low VHF+FM
99.04,-103.10,Low VHF+FM
99.09,-107.84,Low VHF+FM
99.13,-100.60,Low VHF+FM
99.17,-102.81,Low VHF+FM
99.22,-102.64,Low VHF+FM
99.26,-100.77,Low VHF+FM
99.30,-103.00,Low VHF+FM
99.35,-102.59,Low VHF+FM
99.39,-103.07,Low VHF+FM
99.43,-100.47,Low VHF+FM
99.48,-111.64,Low VHF+FM
99.52,-102.39,Low VHF+FM
99.57,-105.39,Low VHF+FM
99.61,-105.82,Low VHF+FM
99.65,-103.90,Low VHF+FM
99.70,-101.44,Low VHF+FM
99.74,-104.21,Low VHF+FM
99.78,-103.98,Low VHF+FM
99.83,-103.58,Low VHF+FM
99.87,-102.34,Low VHF+FM
99.91,-98.84,Low VHF+FM
99.96,-100.00,Low VHF+FM
100.00,-98.03,Low VHF+FM
100.04,-101.77,Low VHF+FM
100.09,-107.57,Low VHF+FM
100.13,-103.73,Low VHF+FM
100.17,-101.35,Low VHF+FM
100.22,-103.62,Low VHF+FM
100.26,-105.42,Low VHF+FM
100.30,-101.53,Low VHF+FM
100.35,-103.27,Low VHF+FM
100.39,-105.52,Low VHF+FM
100.43,-107.75,Low VHF+FM
100.48,-106.35,Low VHF+FM
100.52,-103.49,Low VHF+FM
100.57,-103.36,Low VHF+FM
100.61,-102.46,Low VHF+FM
100.65,-101.34,Low VHF+FM
100.70,-102.18,Low VHF+FM
100.74,-104.08,Low VHF+FM
100.78,-103.30,Low VHF+FM
100.83,-107.76,Low VHF+FM
100.87,-106.93,Low VHF+FM
100.91,-104.03,Low VHF+FM
100.96,-104.60,Low VHF+FM
101.00,-99.80,Low VHF+FM
101.04,-105.09,Low VHF+FM
101.09,-104.95,Low VHF+FM
101.13,-103.50,Low VHF+FM
101.17,-101.00,Low VHF+FM
101.22,-99.81,Low VHF+FM
101.26,-104.70,Low VHF+FM
101.30,-99.96,Low VHF+FM
101.35,-104.40,Low VHF+FM
101.39,-101.82,Low VHF+FM
101.43,-102.42,Low VHF+FM
101.48,-104.50,Low VHF+FM
101.52,-98.81,Low VHF+FM
101.57,-103.71,Low VHF+FM
101.61,-98.62,Low VHF+FM
101.65,-108.64,Low VHF+FM
101.70,-107.64,Low VHF+FM
101.74,-103.06,Low VHF+FM
101.78,-104.54,Low VHF+FM
101.83,-102.32,Low VHF+FM
101.87,-99.66,Low VHF+FM
101.91,-103.17,Low VHF+FM
101.96,-103.55,Low VHF+FM
102.00,-102.10,Low VHF+FM
102.04,-104.68,Low VHF+FM
102.09,-102.72,Low VHF+FM
102.13,-100.56,Low VHF+FM
102.17,-100.59,Low VHF+FM
102.22,-102.82,Low VHF+FM
102.26,-102.49,Low VHF+FM
102.30,-105.52,Low VHF+FM
102.35,-104.92,Low VHF+FM
102.39,-103.10,Low VHF+FM
102.43,-101.94,Low VHF+FM
102.48,-102.21,Low VHF+FM
102.52,-102.32,Low VHF+FM
102.57,-103.99,Low VHF+FM
102.61,-102.33,Low VHF+FM
102.65,-102.78,Low VHF+FM
102.70,-101.85,Low VHF+FM
102.74,-102.88,Low VHF+FM
102.78,-102.16,Low VHF+FM
102.83,-102.34,Low VHF+FM
102.87,-108.29,Low VHF+FM
102.91,-102.87,Low VHF+FM
102.96,-98.56,Low VHF+FM
103.00,-105.57,Low VHF+FM
103.04,-100.68,Low VHF+FM
103.09,-99.39,Low VHF+FM
103.13,-102.27,Low VHF+FM
103.17,-104.39,Low VHF+FM
103.22,-100.30,Low VHF+FM
103.26,-102.29,Low VHF+FM
103.30,-100.18,Low VHF+FM
103.35,-102.40,Low VHF+FM
103.39,-101.18,Low VHF+FM
103.43,-103.30,Low VHF+FM
103.48,-102.61,Low VHF+FM
103.52,-100.39,Low VHF+FM
103.57,-104.42,Low VHF+FM
103.61,-103.88,Low VHF+FM
